Category,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Class
Benign,41,12,13.02703599,0,300.6513769,2047,49.92682927,12326,300.6513769,0,1104,4635,45,774,1168,102,741,137,424,334,66,105,66,0.032901296,0.052342971,0.032901296,3,4,18,1.5,1,0,1,1,5,3,7,0.028916053,0.0,0.028916053,0.028916053,0.12365595,0.076286001,0.171025899,138,395,222,26,27,118,0,124,88,0,8,Benign
Trojan-Zeus-2c9ef8ba6e0e8ec8efab1afc996587f5a133888447619d44e02bfb3d5007ed65-1.raw,46,17,10.2826087,0,201.1521739,1721,37.41304348,9254,205.6444444,0,700,3184,48,743,887,111,671,123,197,274,52,96,52,0.029361942,0.054206663,0.029361942,5,21,30,1.25,0,0,1,0,5,2,7,0.0,0.0,0.02173913,0.0,0.108695652,0.043478261,0.152173913,138,389,221,26,24,116,0,122,86,0,8,Malware
Spyware-CWS-0d160f2350e49140d3829ed8d67e39caa983735e9b6805ae2cb1d0c59eca79aa-1.raw,42,16,10.92857143,0,212.2619048,1646,39.19047619,8915,212.2619048,0,671,3081,45,694,856,105,661,123,177,265,49,90,49,0.02892562,0.053128689,0.02892562,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,389,221,26,24,116,0,122,87,0,8,Malware
Benign,40,12,13.325,0,305.3972192,2081,52.04182116,12215,305.3972192,0,1075,4294,44,887,1171,101,766,140,383,383,76,113,76,0.036579389,0.054387776,0.036579389,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,Benign
Spyware-TIBS-5065428bc91f6a12f48944a8c7299d559faf3d53e2c7c47db05bb9103450ab8d-8.raw,42,16,9.571428571,0,208.9761905,1609,38.30952381,8778,214.097561,0,866,2924,44,751,724,101,664,122,183,256,50,90,50,0.030656039,0.055180871,0.030656039,63,18506,378,10.5,1,0,2,1,6,3,8,0.023255814,0.0,0.046511628,0.023255814,0.139534884,0.069767442,0.186046512,138,389,221,26,24,116,0,120,87,0,8,Malware
Trojan-Scar-3e8c5ca5b410f550611ae5f6ea546add-5.raw,40,16,9.85,0,208.275,1557,38.925,8331,208.275,0,642,2915,43,665,700,101,606,123,178,262,45,84,45,0.028230866,0.052697616,0.028230866,3,3,18,1.0,8,0,8,8,12,10,14,0.166666667,0.0,0.166666667,0.166666667,0.25,0.208333333,0.291666667,138,389,221,26,24,116,0,122,86,0,8,Malware
Trojan-Scar-858f220c51fd87f45667650fba131376-6.raw,39,15,10.0,0,211.5128205,1523,39.05128205,8249,211.5128205,0,643,2898,42,665,700,100,600,119,176,256,46,84,46,0.02960103,0.054054054,0.02960103,3,3,18,1.0,5,0,5,5,9,7,11,0.113636364,0.0,0.113636364,0.113636364,0.204545455,0.159090909,0.25,138,389,221,26,24,116,0,121,86,0,8,Malware
Benign,42,12,12.39412796,0,278.7720713,2062,49.1099182,11708,278.7720713,0,1037,4133,46,785,1109,104,741,145,395,343,71,110,71,0.034522762,0.053485969,0.034522762,4,5,24,1.333333333,0,0,0,0,4,2,6,0.012576686,0.0,0.012576686,0.012576686,0.106617002,0.059596844,0.15363716,138,395,222,26,27,118,0,123,88,0,8,Benign
Trojan-Zeus-4aeb2fbe483af6054e3a96f273d34225e531538866541a43d50031a8b97a8621-10.raw,40,16,9.65,0,206.575,1532,38.3,8263,206.575,0,654,2888,43,734,680,98,618,116,173,235,47,86,47,0.030361757,0.055555556,0.030361757,4,4,24,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,86,0,8,Malware
Ransomware-Pysa-7e8747f1b6bfd7087e41392f73c5fe79d5bf4dcfe05b1830be0a7dd0f07b0e6e-5.raw,43,17,9.279069767,0,198.3953488,1626,37.81395349,8531,198.3953488,0,660,2976,46,694,712,107,624,123,179,264,46,88,46,0.027644231,0.052884615,0.027644231,3,3,18,1.0,2,0,2,2,6,4,8,0.044444444,0.0,0.044444444,0.044444444,0.133333333,0.088888889,0.177777778,138,389,221,26,24,116,0,122,87,0,8,Malware
Benign,44,12,12.50786996,0,286.8863636,2153,48.93181818,12623,286.8863636,0,1130,4693,48,791,1204,108,750,143,427,347,74,116,74,0.03490566,0.054716981,0.03490566,4,5,24,1.333333333,0,0,0,0,4,2,6,0.009972431,0.0,0.009972431,0.009972431,0.099974937,0.054973684,0.144976191,138,395,222,26,27,118,0,125,88,0,8,Benign
Benign,43,17,10.92546723,0,256.4351406,1890,43.95348837,11027,262.5645487,0,851,3806,48,958,906,105,745,137,370,395,83,123,83,0.043206663,0.064029151,0.043206663,5,6,30,1.25,8,0,9,8,13,10,15,0.156862745,0.0,0.176470588,0.156862745,0.254901961,0.196078431,0.294117647,138,392,222,26,24,118,0,126,87,0,8,Benign
Spyware-Gator-1c5555d2a0a398f00a9b64224efec556d128d9f681a93195dc9568f190fa77e2-8.raw,40,16,9.575,0,205.775,1528,38.2,8231,205.775,0,657,2888,43,699,679,98,603,116,170,235,48,87,48,0.030967742,0.056129032,0.030967742,5,8,30,1.25,2,0,2,2,6,4,8,0.047619048,0.0,0.047619048,0.047619048,0.142857143,0.095238095,0.19047619,138,389,221,26,24,116,0,119,86,0,8,Malware
Benign,43,13,12.44808898,0,275.6650434,2099,47.88189408,12086,278.3113886,0,1045,4297,48,833,1156,107,743,151,418,352,72,113,72,0.034778871,0.054077754,0.034778871,6,7,36,1.2,1,0,1,1,5,3,7,0.025258551,0.0,0.034851498,0.025258551,0.123740387,0.069702996,0.168184832,138,395,222,26,27,118,0,124,88,0,8,Benign
Spyware-Transponder-1b52a3118f68849860515e3aa821e1641b06d65be722cc076fdec5584d6f5074-8.raw,37,15,10.13513514,0,215.1891892,1444,39.02702703,7962,215.1891892,0,625,2806,40,672,663,92,594,113,161,230,42,78,42,0.02878684,0.053461275,0.02878684,3,3,18,1.0,3,0,3,3,7,5,9,0.075,0.0,0.075,0.075,0.175,0.125,0.225,138,389,221,26,24,116,0,119,86,0,8,Malware
Trojan-Scar-5d23d4f129a295ecdad1279d5df6b760-9.raw,40,16,9.6,0,205.3,1540,38.5,8212,205.3,0,655,2884,43,697,679,98,615,116,165,234,50,89,50,0.032071841,0.057087877,0.032071841,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,86,0,8,Malware
Trojan-Scar-c272c4ea9d82140c139b018ee26269d4-1.raw,42,16,10.95238095,0,213.8333333,1658,39.47619048,8981,213.8333333,0,668,3111,45,708,863,105,661,123,182,267,51,92,51,0.029859485,0.053864169,0.029859485,6,6,36,1.5,2,0,2,2,6,4,8,0.045454545,0.0,0.045454545,0.045454545,0.136363636,0.090909091,0.181818182,138,389,221,26,24,116,0,122,86,0,8,Malware
Trojan-Zeus-0d168ba39b2c9dec9d66e0048a9539c09e3c2a2565e29c9ede180c0d0848aff8-6.raw,39,15,9.846153846,0,209.6410256,1520,38.97435897,8176,209.6410256,0,635,2878,42,656,685,100,598,119,175,257,44,82,44,0.028387097,0.052903226,0.028387097,3,3,18,1.0,4,0,4,4,8,6,10,0.093023256,0.0,0.093023256,0.093023256,0.186046512,0.139534884,0.23255814,138,389,221,26,24,116,0,120,87,0,8,Malware
Spyware-TIBS-8b374a972ae3f2aa202e216b2ebb61cd7668d1e3803cfcc9bdeb9f7e1a0e70c2-3.raw,22,8,16.31818182,0,241.6818182,936,42.54545455,5317,241.6818182,0,475,1684,23,353,595,61,376,85,71,170,25,46,25,0.026041667,0.047916667,0.026041667,1,1,6,1.0,2,0,2,2,6,4,7,0.083333333,0.0,0.083333333,0.083333333,0.25,0.166666667,0.291666667,137,385,220,26,23,114,0,114,88,0,8,Malware
Benign,39,12,13.31779321,0,303.0846932,1996,51.17948718,11820,303.0846932,0,1047,4160,43,864,1125,99,751,137,367,352,62,98,62,0.031344793,0.049544995,0.031344793,4,5,24,1.333333333,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.102564103,0.051282051,0.153846154,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,41,16,11.04878049,0,255.3658537,1821,44.41463415,10471,261.775,0,814,3615,45,888,876,101,722,131,320,349,84,122,84,0.045331894,0.06583918,0.045331894,4,5,24,1.333333333,10,0,11,10,15,12,17,0.196078431,0.0,0.215686275,0.196078431,0.294117647,0.235294118,0.333333333,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,40,12,13.78756121,0,307.5984086,2084,52.12451034,12303,307.5984086,0,1079,4307,44,901,1192,101,765,140,400,402,77,115,77,0.037702583,0.056189856,0.037702583,5,6,30,1.25,0,0,0,0,4,2,6,0.012135408,0.0,0.012135408,0.012135408,0.110921867,0.061528638,0.160315097,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,44,12,12.72139191,0,284.2712571,2133,48.47727273,12507,284.2712571,0,1160,4460,48,828,1220,109,747,151,460,350,73,113,73,0.03494495,0.054092867,0.03494495,4,5,24,1.333333333,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,45,17,10.55701789,0,244.0142316,1988,44.19234887,10981,249.5827369,0,840,3757,50,899,922,109,757,144,321,370,94,136,94,0.046496545,0.067271597,0.046496545,6,7,36,1.2,7,0,8,7,12,9,14,0.134615385,0.0,0.153846154,0.134615385,0.230769231,0.173076923,0.269230769,138,392,222,26,24,118,0,127,87,0,8,Benign
Benign,41,12,13.65439469,0,308.096717,2148,52.40719438,12631,308.096717,0,1091,4429,45,930,1233,103,773,143,415,410,87,125,87,0.040358217,0.057985943,0.040358217,6,7,36,1.2,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,45,18,10.77279944,0,258.1853187,2102,46.14379419,11762,258.1853187,0,891,3966,49,1105,960,110,809,145,353,414,87,132,87,0.040453801,0.061042987,0.040453801,12,77,73,1.688564437,0,0,0,0,4,2,5,0.011758298,0.0,0.011758298,0.011758298,0.098556823,0.05515756,0.120256454,138,392,222,26,24,118,0,123,87,0,8,Benign
Trojan-Reconyc-176c80a806954acaefdbdfc6a789f980-2.raw,39,15,10.76923077,0,217.8461538,1552,39.79487179,8496,217.8461538,0,642,2970,42,656,782,99,634,120,177,259,48,86,48,0.030018762,0.053783615,0.030018762,3,3,18,1.0,4,0,4,4,8,6,10,0.093023256,0.0,0.093023256,0.093023256,0.186046512,0.139534884,0.23255814,138,389,221,26,24,116,0,122,86,0,8,Malware
Benign,39,12,13.00469665,0,293.4127953,1941,49.76923077,11443,293.4127953,0,1031,4067,43,801,1087,99,723,140,396,329,63,98,63,0.033386328,0.051934287,0.033386328,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.102564103,0.051282051,0.153846154,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,41,12,13.0,0,293.628062,2028,49.46799901,12038,293.628062,0,1122,4281,45,810,1160,102,740,141,460,335,61,98,61,0.031386935,0.050139262,0.031386935,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,123,88,0,8,Benign
Trojan-Scar-6d9a52ebc48787b39cf5bf5278648da3-5.raw,40,16,9.8,0,208.275,1556,38.9,8331,208.275,0,639,2921,43,662,702,101,608,123,177,262,46,85,46,0.028858218,0.053324969,0.028858218,3,3,18,1.0,1,0,1,1,5,3,7,0.024390244,0.0,0.024390244,0.024390244,0.12195122,0.073170732,0.170731707,138,389,221,26,24,116,0,121,86,0,8,Malware
Benign,41,17,11.00822077,0,263.8700457,1859,45.34146341,10819,270.4917968,0,859,3692,45,939,878,102,740,131,339,366,80,118,80,0.042395337,0.062533121,0.042395337,5,7,30,1.666666667,13,0,14,13,18,15,20,0.249954149,0.0,0.26824795,0.249954149,0.341423155,0.286541752,0.378010758,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,39,12,12.92307692,0,292.4102564,1941,49.76923077,11404,292.4102564,0,1028,4042,43,801,1075,99,723,140,396,329,63,98,63,0.033386328,0.051934287,0.033386328,3,4,18,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.102564103,0.051282051,0.153846154,138,395,222,26,27,118,0,123,88,0,8,Benign
Spyware-Gator-0d6c8691b8538f4f92f0e3430f3ef65646e63d1cc9d4ec7dafef947394e8a27a-10.raw,42,18,9.666666667,0,202.4047619,1594,37.95238095,8501,202.4047619,0,657,2944,45,717,727,102,640,122,175,243,56,97,56,0.034589253,0.059913527,0.034589253,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,389,221,26,24,116,0,119,87,0,8,Malware
Spyware-TIBS-3fa74a3335d8bb79d987b491455387ad398bccb2332470a47679b5e78c2183d8-1.raw,22,8,16.5,0,244.0454545,934,42.45454545,5369,244.0454545,0,478,1683,23,345,604,61,376,85,71,170,24,45,24,0.02507837,0.047021944,0.02507837,1,1,6,1.0,2,0,2,2,6,4,6,0.083333333,0.0,0.083333333,0.083333333,0.25,0.166666667,0.25,137,385,220,26,23,114,0,114,88,0,8,Malware
Benign,43,17,11.30232558,0,263.6046512,1926,44.79069767,11336,269.9047619,0,857,3924,48,970,960,106,756,137,362,373,79,119,79,0.040450589,0.0609319,0.040450589,5,6,30,1.25,10,0,11,10,15,12,17,0.188679245,0.0,0.20754717,0.188679245,0.283018868,0.226415094,0.320754717,138,392,222,26,24,118,0,126,87,0,8,Benign
Spyware-Gator-1c3999614732d5cf4d10dd6409822d36faff042bebc3e381d2eb457fad3ee178-2.raw,44,17,9.909090909,0,203.1818182,1657,37.65909091,8943,218.1219512,0,671,3045,44,732,811,105,673,127,205,275,51,89,51,0.029964747,0.052291422,0.029964747,5,125,30,1.25,4,0,7,4,11,6,13,0.083333333,0.0,0.145833333,0.083333333,0.229166667,0.125,0.270833333,138,389,221,26,24,116,0,123,86,0,8,Malware
Trojan-Refroso-e2806863523612e1128d16ec127ed7fb-6.raw,40,16,9.5,0,203.15,1501,37.525,8126,203.15,0,642,2868,43,694,670,98,602,113,161,233,43,82,43,0.028122956,0.053629823,0.028122956,16,18,96,4.0,3,0,3,3,7,5,9,0.069767442,0.0,0.069767442,0.069767442,0.162790698,0.11627907,0.209302326,138,389,221,26,24,116,0,119,87,0,8,Malware
Spyware-Transponder-0fe3d33e9ce241a98f5c9b217c5ac2a5b3cb41e4b4bd7bb3e2e088da96ff5a38-1.raw,44,17,10.45454545,0,203.7272727,1668,37.90909091,8964,203.7272727,0,675,3097,47,687,862,109,653,126,183,266,55,98,55,0.031939605,0.056910569,0.031939605,3,3,18,1.0,1,0,1,1,5,3,7,0.022222222,0.0,0.022222222,0.022222222,0.111111111,0.066666667,0.155555556,138,389,221,26,24,116,0,123,88,0,8,Malware
Benign,40,12,13.51681994,0,298.8361113,2070,50.84803052,12164,298.8361113,0,1077,4306,44,852,1189,101,750,141,413,400,78,116,78,0.038062755,0.056298723,0.038062755,5,6,30,1.25,0,0,0,0,4,2,6,0.018314351,0.0,0.018314351,0.018314351,0.114744928,0.06652964,0.162960216,138,395,222,26,27,118,0,124,88,0,8,Benign
Trojan-Zeus-0e410a79d87fecfd37f7831e4682ada7a2d480f0759a71fa3893a5500faf4070-1.raw,39,15,11.41025641,0,220.4102564,1560,40.0,8596,220.4102564,0,638,3006,42,652,834,99,640,120,176,259,47,85,47,0.029265255,0.052926526,0.029265255,3,3,18,1.0,6,0,6,6,10,8,12,0.133333333,0.0,0.133333333,0.133333333,0.222222222,0.177777778,0.266666667,138,389,221,26,24,116,0,121,86,0,8,Malware
Spyware-TIBS-bbebbd173950bc9c874b31c6f5695d2ae77fd23b9f1f633aa2d5f65e13375c30-7.raw,37,15,10.08108108,0,215.3513514,1447,39.10810811,7968,215.3513514,0,623,2817,40,672,662,92,594,113,159,231,43,79,43,0.029371585,0.053961749,0.029371585,3,3,18,1.0,8,0,8,8,12,10,14,0.177777778,0.0,0.177777778,0.177777778,0.266666667,0.222222222,0.311111111,138,389,221,26,24,116,0,119,86,0,8,Malware
Trojan-Reconyc-4c0b2a3d6f27684c46960-5.raw,43,17,9.325581395,0,198.4418605,1613,37.51162791,8533,198.4418605,0,665,2977,46,695,714,107,616,123,180,267,49,91,49,0.029625151,0.055018138,0.029625151,3,3,18,1.0,1,0,1,1,5,3,7,0.022727273,0.0,0.022727273,0.022727273,0.113636364,0.068181818,0.159090909,138,389,221,26,24,116,0,122,86,0,8,Malware
Benign,48,16,11.80543386,0,265.7647778,2207,46.12406432,12720,265.7647778,0,1083,4477,53,928,1199,115,764,139,443,415,84,130,84,0.037868265,0.058357146,0.037868265,4,5,26,1.309542762,0,0,0,0,4,2,7,0.003319615,0.0,0.003319615,0.003319615,0.086578201,0.044948908,0.163197559,138,392,222,26,24,118,0,126,87,0,8,Benign
Benign,39,12,12.30646393,0,280.4553966,1932,49.53846154,10937,280.4553966,0,944,3848,43,774,1003,98,725,137,332,321,66,102,66,0.034357106,0.053097345,0.034357106,4,5,24,1.333333333,1,0,1,1,5,3,7,0.025,0.0,0.025,0.025,0.125,0.075,0.175,138,395,222,26,27,118,0,124,88,0,8,Benign
Benign,69,21,9.918781251,0,238.750113,3024,43.3568582,16666,261.7783404,0,1422,5938,69,1262,1511,144,991,179,622,518,125,186,125,0.041127871,0.061127374,0.041127871,13,62,81,1.592022303,1,0,7,1,11,3,14,0.020686766,0.0,0.106271154,0.020686766,0.162381639,0.048742009,0.201134929,138,392,222,26,24,118,0,127,87,0,8,Benign
Trojan-Zeus-4ab81114227ce76a6a2e45a08268f785fe6c53aac461bb3ca103f89eea349156-6.raw,43,16,9.581395349,0,204.2093023,1653,38.44186047,8781,204.2093023,0,672,3109,46,708,752,108,644,122,196,260,50,92,50,0.029832936,0.054892601,0.029832936,7,31,42,1.75,1,0,1,1,5,3,7,0.022727273,0.0,0.022727273,0.022727273,0.113636364,0.068181818,0.159090909,138,389,221,26,24,116,0,120,86,0,8,Malware
Ransomware-Ako-0bac6ba2991b18fdcd0e83b8d81cc8bfca93e8be1fca4c748a19c55a1c5ffb05-9.raw,40,15,10.175,0,210.425,1544,38.6,8418,215.8461538,0,836,2843,42,675,711,96,601,119,160,249,42,80,42,0.026515152,0.050505051,0.026515152,62,18505,372,12.4,3,0,4,3,8,5,9,0.069767442,0.0,0.093023256,0.069767442,0.186046512,0.11627907,0.209302326,138,389,221,26,24,116,0,120,88,0,8,Malware
Benign,41,13,13.06783131,0,294.1332068,2026,49.41463415,12059,294.1332068,0,1086,4434,45,776,1160,102,741,141,406,332,63,102,63,0.031786075,0.051463169,0.031786075,3,4,18,1.5,0,0,0,0,4,2,6,0.004649309,0.0,0.004649309,0.004649309,0.101756693,0.053203001,0.150310385,138,395,222,26,27,118,0,123,88,0,8,Benign
Spyware-180solutions-0bbeda0321a7abb45d8e69bd51ca482b1a481f6465829f56561395664b06b21e-4.raw,40,16,9.85,0,208.85,1557,38.925,8354,208.85,0,642,2924,43,670,707,101,606,123,178,262,45,84,45,0.028142589,0.052532833,0.028142589,3,3,18,1.0,4,0,4,4,8,6,10,0.090909091,0.0,0.090909091,0.090909091,0.181818182,0.136363636,0.227272727,138,389,221,26,24,116,0,122,86,0,8,Malware
Trojan-Zeus-0d668fc511b61a50b09f98b056754d3b5338e0dda425c7cd35adeb9c44fec84e-8.raw,37,15,10.10810811,0,214.6486486,1443,39.0,7942,214.6486486,0,625,2814,40,664,665,92,594,113,161,230,42,78,42,0.028885832,0.053645117,0.028885832,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,118,86,0,8,Malware
Benign,39,12,12.35216857,0,280.3333333,1932,49.53846154,10933,280.3333333,0,942,3847,43,774,1007,98,725,137,332,321,66,102,66,0.034357106,0.053097345,0.034357106,4,5,24,1.333333333,1,0,1,1,5,3,7,0.025,0.0,0.025,0.025,0.125,0.075,0.175,138,395,222,26,27,118,0,124,88,0,8,Benign
Trojan-Refroso-27ac6b7f6288e390754c9a354ae14619-9.raw,37,15,10.21621622,0,215.0810811,1445,39.05405405,7958,215.0810811,0,624,2817,40,667,669,92,596,113,160,230,43,79,43,0.029492455,0.054183813,0.029492455,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,119,87,0,8,Malware
Benign,41,13,13.40973368,0,298.7757329,2135,51.26109858,12446,298.7757329,0,1072,4370,46,902,1203,105,758,144,412,399,74,113,74,0.034939965,0.053097718,0.034939965,5,6,30,1.25,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.096021046,0.048010523,0.13613943,138,395,222,26,27,118,0,123,88,0,8,Benign
Ransomware-Ako-0c17a1f229486f86bd8222b767b1eed8b9aa271bb0f71e8a0672f53f469bc61d-4.raw,41,16,9.804878049,0,208.3414634,1607,39.19512195,8542,208.3414634,0,643,2984,44,674,723,103,642,126,183,267,45,85,45,0.027272727,0.051515152,0.027272727,3,3,18,1.0,2,0,2,2,6,4,8,0.046511628,0.0,0.046511628,0.046511628,0.139534884,0.093023256,0.186046512,138,389,221,26,24,116,0,123,87,0,8,Malware
Benign,42,12,13.07142857,0,297.8454784,2160,51.42857143,12510,305.1343925,0,1077,4375,45,922,1200,104,778,144,422,396,81,118,81,0.037992495,0.055347092,0.037992495,5,6,30,1.25,0,0,1,0,5,2,7,0.0,0.0,0.023809524,0.0,0.119047619,0.047619048,0.166666667,138,395,222,26,27,118,0,125,88,0,8,Benign
Spyware-180solutions-0b13a0fad3757671e7ec8031ef1d264daff877d1e2fc15d39b5780d2a0331ee9-6.raw,39,15,9.974358974,0,210.4871795,1521,39.0,8209,210.4871795,0,639,2885,42,658,692,100,598,119,177,258,44,82,44,0.028350515,0.052835052,0.028350515,3,3,18,1.0,4,0,4,4,8,6,10,0.093023256,0.0,0.093023256,0.093023256,0.186046512,0.139534884,0.23255814,138,389,221,26,24,116,0,121,86,0,8,Malware
Ransomware-Shade-572c0197d9c8c6faa89ba002a5f36d87e2392a1d95c0ab1f3e00a07d3159b3cf-2.raw,39,15,10.76923077,0,218.0,1558,39.94871795,8502,218.0,0,645,2969,42,660,779,99,634,120,177,259,46,84,46,0.028696195,0.052401747,0.028696195,3,3,18,1.0,3,0,3,3,7,5,9,0.071428571,0.0,0.071428571,0.071428571,0.166666667,0.119047619,0.214285714,138,389,221,26,24,116,0,123,87,0,8,Malware
Ransomware-Conti-0e0d2213eeb3a874201af3abecb4d5720c8f8cd81dfaed67489989d76499d9f8-7.raw,41,17,9.390243902,0,203.6341463,1555,37.92682927,8349,203.6341463,0,653,2900,44,749,679,100,622,116,170,239,44,84,44,0.027901078,0.053265694,0.027901078,3,3,18,1.0,3,0,3,3,7,5,9,0.068181818,0.0,0.068181818,0.068181818,0.159090909,0.113636364,0.204545455,138,389,221,26,24,116,0,119,88,0,8,Malware
Benign,42,12,13.69284491,0,307.4785433,2196,52.30238574,12914,307.4785433,0,1110,4572,46,943,1271,106,771,146,417,434,89,128,89,0.040636486,0.058304377,0.040636486,6,7,40,1.176667411,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,41,14,12.84046694,0,289.1483344,2050,50.0,11855,289.1483344,0,1049,4140,45,848,1127,103,735,145,366,353,60,98,60,0.02955665,0.048275862,0.02955665,4,5,24,1.333333333,3,0,3,3,7,5,8,0.068181818,0.0,0.068181818,0.068181818,0.159090909,0.113636364,0.181818182,138,395,222,26,27,118,0,123,88,0,8,Benign
Benign,41,12,13.63960682,0,308.1362699,2148,52.39655382,12633,308.1362699,0,1093,4437,45,930,1234,103,776,143,415,410,87,125,87,0.040366386,0.05799768,0.040366386,6,7,36,1.2,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,395,222,26,27,118,0,123,88,0,8,Benign
Ransomware-Shade-637c01b8b005d7afd46d7fb889d58791e522d0130bd41256b178031b01d19ffd-7.raw,41,16,9.268292683,0,198.2439024,1501,36.6097561,8129,203.225,0,643,2864,43,697,668,98,605,113,160,233,45,82,45,0.030201342,0.055033557,0.030201342,3,3,18,1.0,2,0,3,2,7,4,9,0.046511628,0.0,0.069767442,0.046511628,0.162790698,0.093023256,0.209302326,138,389,221,26,24,116,0,119,87,0,8,Malware
Benign,42,13,12.46403459,0,279.4435152,2059,49.02760186,11736,279.4435152,0,1037,4153,46,784,1113,105,740,146,398,342,69,108,69,0.033700209,0.052712909,0.033700209,3,4,21,1.395393867,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,395,222,26,27,118,0,123,88,0,8,Benign
Trojan-Reconyc-59ab8129ad96ef7666c2371db2ea0152-10.raw,37,15,10.13513514,0,215.1891892,1445,39.05405405,7962,215.1891892,0,627,2816,40,672,664,92,596,113,164,230,43,79,43,0.029532967,0.054258242,0.029532967,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,119,87,0,8,Malware
Benign,43,13,12.65116279,0,288.7674419,2141,49.79069767,12417,288.7674419,0,1115,4508,47,815,1186,106,755,142,425,365,76,117,76,0.036018957,0.055450237,0.036018957,4,5,24,1.333333333,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.093023256,0.046511628,0.139534884,138,395,222,26,27,118,0,123,88,0,8,Benign
Trojan-Zeus-0dc1a639064805e0da9ac3e97343e792be5a4861e23812912caa80fcb644d3cb-10.raw,40,16,10.0,0,209.325,1540,38.5,8374,214.7179487,0,643,2900,42,700,736,97,638,119,171,254,43,81,43,0.027777778,0.052325581,0.027777778,7,57177,42,1.4,0,0,1,0,5,2,7,0.0,0.0,0.025,0.0,0.125,0.05,0.175,138,389,221,26,24,116,0,119,87,0,8,Malware
